NrRegisto,DataRegisto,NomeAlojamento,Modalidade,NrCamas,NrUtentes,MoradaFornecida,CodPostal,Freguesia,RuaPadronizada,RuaMatch,LimpezaDados,Ano,Mes,NrPredio,Endereco,Latitude,Longitude
93510/AL,2019-03-29,EDGE SOCIEDADE DE ADVOGADOS SP RL,Apartamento,2.0,4,"Praça PRAÇA DOM LUIS I, 29",1200-425,Misericórdia,praça praça dom luis i,praça de dom luís i,manual,2019,3,29.0,"praça de dom luís i, 29",38.7075554,-9.151367
9353/AL,2015-03-16,Lisbon Historic Center,Apartamento,1.0,2,"Travessa Sequeiro, 15",1200-440,Misericórdia,travessa sequeiro,travessa do sequeiro,done,2015,3,15.0,"travessa do sequeiro, 15",38.7103083,-9.14642
93581/AL,2019-03-30,Pátria New Apartment,Apartamento,4.0,8,"Campo Mártires da Pátria, 66",1150-226,Arroios,campo mártires da pátria,campo dos mártires da pátria,done,2019,3,66.0,"campo dos mártires da pátria, 66",38.7228897,-9.140413
93582/AL,2019-03-30,Graça Steph,Apartamento,2.0,4,"Rua Manuel Soares Guedes, 16",1170-207,Arroios,rua manuel soares guedes,rua manuel soares guedes,done,2019,3,16.0,"rua manuel soares guedes, 16",38.7200469,-9.1337649
93584/AL,2019-03-30,Espaço Sol,Apartamento,3.0,4,"Rua Joaquim Bonifácio, 15",1150-195,Arroios,rua joaquim bonifácio,rua joaquim bonifácio,done,2019,3,15.0,"rua joaquim bonifácio, 15",38.7275006,-9.1410316
93585/AL,2019-03-30,SÃO BENTO,Apartamento,2.0,4,"Rua São Bento, 149",1200-817,Estrela,rua são bento,rua de são bento,done,2019,3,149.0,"rua de são bento, 149",38.7146754,-9.1539562
93629/AL,2019-04-02,Graça 2 bedroom 24 3D,Apartamento,6.0,6,"Rua Sol à Graça, 24",1170-363,São Vicente,rua sol à graça,rua do sol à graça,done,2019,4,24.0,"rua do sol à graça, 24",38.7187701,-9.1284967
93630/AL,2019-04-02,Graca 2 Bedroom 18 RC Drt,Apartamento,6.0,6,"Rua Sol à Graça, 18",1170-365,São Vicente,rua sol à graça,rua do sol à graça,done,2019,4,18.0,"rua do sol à graça, 18",38.7187724,-9.1282988
93631/AL,2019-04-02,Graca 2 Bedroom 18 3E,Apartamento,6.0,6,"Rua Sol à Graça, 18",1170-365,São Vicente,rua sol à graça,rua do sol à graça,done,2019,4,18.0,"rua do sol à graça, 18",38.7187724,-9.1282988
93632/AL,2019-04-02,Graça 2 bedroom 24 3D,Apartamento,6.0,6,"Rua Sol à Graça, 24",1170-363,São Vicente,rua sol à graça,rua do sol à graça,done,2019,4,24.0,"rua do sol à graça, 24",38.7187701,-9.1284967
93663/AL,2019-04-02,Valentyna Apartment,Apartamento,3.0,6,"Rua Morais Soares, 95",1900-342,Penha de França,rua morais soares,rua morais soares,done,2019,4,95.0,"rua morais soares, 95",38.7327939,-9.131247
93664/AL,2019-04-02,Anjos Apartment,Apartamento,4.0,5,"Rua Macau, 3",1170-202,Arroios,rua macau,rua de macau,done,2019,4,3.0,"rua de macau, 3",38.72466319999999,-9.1321294
93665/AL,2019-04-02,Cosy Room With Bathroom in Graça,Quartos,1.0,2,"Rua Cardal à Graça, 3",1170-075,São Vicente,rua cardal à graça,rua do cardal da graça,done,2019,4,3.0,"rua do cardal da graça, 3",38.7196095,-9.12711
93666/AL,2019-04-02,Lovely Central,Apartamento,3.0,6,"Rua Rodrigues Sampaio, 112",1150-281,Santo António,rua rodrigues sampaio,rua rodrigues sampaio,done,2019,4,112.0,"rua rodrigues sampaio, 112",38.7235059,-9.1468912
93667/AL,2019-04-02,Belem Riverside View apartments with garden,Estabelecimento de hospedagem,7.0,8,"Rua Junqueira, 241",1300-338,Belém,rua junqueira,rua da junqueira,done,2019,4,241.0,"rua da junqueira, 241",38.6973001,-9.1940924
93668/AL,2019-04-02,Tv Giestal,Apartamento,2.0,4,"Travessa Giestal, 38",1300-278,Alcântara,travessa giestal,travessa do giestal,done,2019,4,38.0,"travessa do giestal, 38",38.7028167,-9.1907358
93669/AL,2019-04-02,Graca 2 Bedroom 1º Esq.,Apartamento,6.0,6,"Rua Sol à Graça, 24",1170-363,São Vicente,rua sol à graça,rua do sol à graça,done,2019,4,24.0,"rua do sol à graça, 24",38.7187701,-9.1284967
9367/AL,2015-03-17,Rossio Apartments,Estabelecimento de hospedagem,12.0,14,"Rua Sapateiros, 231",1100-578,Santa Maria Maior,rua sapateiros,rua dos sapateiros,done,2015,3,231.0,"rua dos sapateiros, 231",38.71282739999999,-9.1390362
93670/AL,2019-04-02,Graca 2 Bedroom 24 3E,Apartamento,6.0,6,"Rua Sol à Graça, 24",1170-363,São Vicente,rua sol à graça,rua do sol à graça,done,2019,4,24.0,"rua do sol à graça, 24",38.7187701,-9.1284967
93729/AL,2019-04-03,Martim Moniz II Apartment,Apartamento,2.0,4,"Travessa Hospital, 4",1150-187,Arroios,travessa hospital,travessa do hospital,done,2019,4,4.0,"travessa do hospital, 4",38.7182154,-9.1369092
93730/AL,2019-04-03,Martim Moniz I Apartment,Apartamento,2.0,4,"Travessa Hospital, 4",1150-187,Arroios,travessa hospital,travessa do hospital,done,2019,4,4.0,"travessa do hospital, 4",38.7182154,-9.1369092
93731/AL,2019-04-03,Limoeiros Apartamento,Apartamento,3.0,6,"Rua Dom Carlos de Mascarenhas, 107",1070-082,Campolide,rua dom carlos de mascarenhas,rua dom carlos de mascarenhas,done,2019,4,107.0,"rua dom carlos de mascarenhas, 107",38.7252504,-9.1656318
93732/AL,2019-04-03,AL-MARGEM,Apartamento,2.0,3,"Rua Quinta do Almargem, 17",1300-489,Alcântara,rua quinta do almargem,rua da quinta do almargem,done,2019,4,17.0,"rua da quinta do almargem, 17",38.7008263,-9.1927584
93810/AL,2019-04-04,The Spot In Santo António,Apartamento,2.0,4,Rua Santo António dos Capuchos,1150-315,Santo António,rua santo antónio dos capuchos,rua de santo antónio dos capuchos,done,2019,4,,rua de santo antónio dos capuchos,38.7211427,-9.1417277
93820/AL,2019-04-04,Apartamento Santana,Estabelecimento de hospedagem,2.0,4,"Calçada Santana, 126",1150-306,Arroios,calçada santana,calçada de santana,done,2019,4,126.0,"calçada de santana, 126",38.7168133,-9.1385294
93821/AL,2019-04-04,Pedro Carneiro Bairro Alto,Apartamento,4.0,6,"Travessa Guarda-Jóias, 11",1300-295,Ajuda,travessa guarda-jóias,travessa do guardajóias,manual,2019,4,11.0,"travessa do guardajóias, 11",38.7046771,-9.1956557
93822/AL,2019-04-04,Five Stars Luxury Apartment,Apartamento,5.0,7,"Travessa São Plácido, 1",1200-853,Campo de Ourique,travessa são plácido,travessa de são plácido,done,2019,4,1.0,"travessa de são plácido, 1",38.7148543,-9.1563584
93824/AL,2019-04-04,Areeiro 6,Apartamento,4.0,6,"Avenida Almirante Gago Coutinho, 6",1000-016,Areeiro,avenida almirante gago coutinho,avenida almirante gago coutinho,done,2019,4,6.0,"avenida almirante gago coutinho, 6",38.7430208,-9.1326172
93826/AL,2019-04-04,Paraiso Apartment,Apartamento,2.0,4,"Rua Paraíso, 49",1100-396,São Vicente,rua paraíso,rua do paraíso,done,2019,4,49.0,"rua do paraíso, 49",38.7137087,-9.1246868
93827/AL,2019-04-04,Pampulha,Apartamento,2.0,4,"Calçada Pampulha, 26",1200-753,Estrela,calçada pampulha,calçada da pampulha,done,2019,4,26.0,"calçada da pampulha, 26",38.7046894,-9.1681801
93828/AL,2019-04-04,The Spot In Santo António B,Apartamento,1.0,2,Rua Santo António dos Capuchos,1169-047,Santo António,rua santo antónio dos capuchos,rua de santo antónio dos capuchos,done,2019,4,,rua de santo antónio dos capuchos,38.7211427,-9.1417277
93829/AL,2019-04-04,The Spot in Saldanha,Apartamento,2.0,4,Avenida Praia da Vitória,1000-244,Arroios,avenida praia da vitória,avenida praia da vitória,done,2019,4,,avenida praia da vitória,38.7340774,-9.1430827
93830/AL,2019-04-04,The Spot in Almirante Reis,Apartamento,3.0,6,Escadinhas Damasceno Monteiro,1170-107,São Vicente,escadinhas damasceno monteiro,escadinhas damasceno monteiro,done,2019,4,,escadinhas damasceno monteiro,38.7196588,-9.1328156
93926/AL,2019-04-05,Auristela's Hostel,Estabelecimento de hospedagem-Hostel,16.0,16,"Largo Graça, 27",1170-165,São Vicente,largo graça,largo da graça,done,2019,4,27.0,"largo da graça, 27",38.717768,-9.1297278
93927/AL,2019-04-05,baixa,Apartamento,3.0,5,"Rua Fanqueiros, 96",1100-232,Santa Maria Maior,rua fanqueiros,rua dos fanqueiros,done,2019,4,96.0,"rua dos fanqueiros, 96",38.7102845,-9.1357084
93929/AL,2019-04-05,Ópera 2A,Apartamento,4.0,4,"Avenida Liberdade, 236",1250-148,Santo António,avenida liberdade,avenida da liberdade,done,2019,4,236.0,"avenida da liberdade, 236",38.7231601,-9.147514
93931/AL,2019-04-05,Liberdade Executive II,Apartamento,2.0,4,"Avenida Liberdade, 180",1250-146,Santo António,avenida liberdade,avenida da liberdade,done,2019,4,180.0,"avenida da liberdade, 180",38.7203069,-9.144838
93932/AL,2019-04-05,City Center Terrace Apartment,Apartamento,2.0,4,"Rua Rodrigues Sampaio, 94",1150-281,Santo António,rua rodrigues sampaio,rua rodrigues sampaio,done,2019,4,94.0,"rua rodrigues sampaio, 94",38.7230776,-9.1465144
93934/AL,2019-04-05,Cozy Apartment,Apartamento,2.0,4,"Rua Augusto José Vieira, 27",1170-032,Penha de França,rua augusto josé vieira,rua augusto josé vieira,done,2019,4,27.0,"rua augusto josé vieira, 27",38.7235476,-9.1304123
93992/AL,2019-04-06,Morgan - Jupiter Serviced Apartaments,Apartamento,2.0,4,"Rua Rodrigo da Fonseca, 15",1250-189,Santo António,rua rodrigo da fonseca,rua rodrigo da fonseca,done,2019,4,15.0,"rua rodrigo da fonseca, 15",38.7205855,-9.1513421
93993/AL,2019-04-06,In The Very Heart Of Lisbon,Apartamento,2.0,3,"Rua Joaquim António de Aguiar, 33",1070-149,Santo António,rua joaquim antónio de aguiar,rua joaquim antónio de aguiar,done,2019,4,33.0,"rua joaquim antónio de aguiar, 33",38.7249668,-9.1525314
93995/AL,2019-04-06,Malvar View,Apartamento,2.0,2,"Travessa Malvar, 1-3",1500-413,Carnide,travessa malvar,travessa do malvar,done,2019,4,3.0,"travessa do malvar, 3",38.7595595,-9.1891809
93996/AL,2019-04-06,Malvar View,Apartamento,2.0,2,"Travessa Malvar, 1-3",1500-413,Carnide,travessa malvar,travessa do malvar,done,2019,4,3.0,"travessa do malvar, 3",38.7595595,-9.1891809
940/AL,2014-12-17,FLH Alfama Studio,Apartamento,1.0,2,"Rua São Miguel, 81",1100-543,Santa Maria Maior,rua são miguel,rua de são miguel,done,2014,12,81.0,"rua de são miguel, 81",38.7116157,-9.1287426
94001/AL,2019-04-06,Casa da Expo,Apartamento,3.0,5,"Largo Arautos, 5",1990-221,Parque das Nações,largo arautos,largo dos arautos,done,2019,4,5.0,"largo dos arautos, 5",38.7599186,-9.0959739
94027/AL,2019-04-06,Terrace 88,Apartamento,2.0,4,Rua Luciano Cordeiro,1150-218,Santo António,rua luciano cordeiro,rua luciano cordeiro,done,2019,4,,rua luciano cordeiro,38.7255091,-9.1445298
94028/AL,2019-04-06,Malvar View,Apartamento,2.0,1,"Travessa Malvar, 1-3",1500-413,Carnide,travessa malvar,travessa do malvar,done,2019,4,3.0,"travessa do malvar, 3",38.7595595,-9.1891809
9403/AL,2015-03-17,Portas do Teatro,Apartamento,3.0,4,"Rua Saudade, 3",1100-582,Santa Maria Maior,rua saudade,rua da saudade,done,2015,3,3.0,"rua da saudade, 3",38.7104268,-9.1317741
94033/AL,2019-04-06,Morgan - Jupiter Serviced Apartaments,Apartamento,1.0,2,"Rua Rodrigo da Fonseca, 15",1250-189,Santo António,rua rodrigo da fonseca,rua rodrigo da fonseca,done,2019,4,15.0,"rua rodrigo da fonseca, 15",38.7205855,-9.1513421
94036/AL,2019-04-06,Panorama,Estabelecimento de hospedagem,14.0,14,"Escadas Monte, 7A",1170-252,São Vicente,escadas monte,escadas do monte,done,2019,4,7.0,"escadas do monte, 7",38.7186936,-9.1337143
94048/AL,2019-04-06,Malvar View,Apartamento,2.0,2,"Travessa Malvar, 1-3",1500-413,Carnide,travessa malvar,travessa do malvar,done,2019,4,3.0,"travessa do malvar, 3",38.7595595,-9.1891809
94098/AL,2019-04-09,Morgan - Jupiter Serviced Apartments,Apartamento,1.0,2,"Rua Rodrigo da Fonseca, 15",1250-189,Santo António,rua rodrigo da fonseca,rua rodrigo da fonseca,done,2019,4,15.0,"rua rodrigo da fonseca, 15",38.7205855,-9.1513421
94100/AL,2019-04-09,cardal rc,Apartamento,3.0,6,"Rua Esperança do Cardal, 20",1150-148,Santo António,rua esperança do cardal,rua da esperança do cardal,done,2019,4,20.0,"rua da esperança do cardal, 20",38.7206626,-9.1433838
94101/AL,2019-04-09,SANTO ANTÓNIO,Apartamento,4.0,5,"Rua Leite de Vasconcelos, 24",1170-200,São Vicente,rua leite de vasconcelos,rua leite de vasconcelos,done,2019,4,24.0,"rua leite de vasconcelos, 24",38.7178867,-9.1239994
94102/AL,2019-04-09,cardal1,Apartamento,3.0,6,"Rua Esperança do Cardal, 20",1150-148,Santo António,rua esperança do cardal,rua da esperança do cardal,done,2019,4,20.0,"rua da esperança do cardal, 20",38.7206626,-9.1433838
94103/AL,2019-04-09,LikeLisboa,Apartamento,1.0,2,"Largo Tabelião, 1",1150-344,Arroios,largo tabelião,largo do tabelião,done,2019,4,1.0,"largo do tabelião, 1",38.7160945,-9.1383041
94104/AL,2019-04-09,Vila Rosário Duplex Apartment,Apartamento,2.0,4,"Rua Penha de França, 138",1170-307,Penha de França,rua penha de frança,rua da penha de frança,done,2019,4,138.0,"rua da penha de frança, 138",38.7252374,-9.1295062
9412/AL,2015-03-17,Portas da Sé,Apartamento,3.0,4,"Travessa Santo António da Sé, 13",1100-501,Santa Maria Maior,travessa santo antónio da sé,travessa de santo antónio da sé,done,2015,3,13.0,"travessa de santo antónio da sé, 13",38.7095963,-9.1337882
94156/AL,2019-04-10,Lisbon Modern Loft,Apartamento,3.0,3,"Rua Cabo, 2",1250-055,Campo de Ourique,rua cabo,rua do cabo,done,2019,4,2.0,"rua do cabo, 2",38.7177057,-9.1594994
94157/AL,2019-04-10,Estrela Apartament,Apartamento,2.0,4,"Rua Ferreiros à Estrela, 50",1200-672,Estrela,rua ferreiros à estrela,rua dos ferreiros à estrela,done,2019,4,50.0,"rua dos ferreiros à estrela, 50",38.713658,-9.1563848
94158/AL,2019-04-10,Principe Real Higge,Apartamento,3.0,6,"Rua Gustavo de Matos Sequeira, 37A 2º",1250-120,Santo António,rua gustavo de matos sequeira,rua de gustavo de matos sequeira,done,2019,4,2.0,"rua de gustavo de matos sequeira, 2",38.7164939,-9.1514292
94159/AL,2019-04-10,Mario Silva,Apartamento,6.0,12,"Rua Barão Sabrosa, 7",1900-086,Penha de França,rua barão sabrosa,rua barão de sabrosa,done,2019,4,7.0,"rua barão de sabrosa, 7",38.7325352,-9.1282498
94160/AL,2019-04-10,Azza 2,Apartamento,5.0,6,"Avenida Fernando Pessoa, Lote 3.20. 10",1990-108,Parque das Nações,avenida fernando pessoa,avenida fernando pessoa ao parque das nações,done,2019,4,10.0,"avenida fernando pessoa ao parque das nações, 10",38.7570586,-9.0982179
94161/AL,2019-04-10,Claro´s House,Apartamento,6.0,6,"Alameda Dom Afonso Henriques, 66",1900-183,Areeiro,alameda dom afonso henriques,alameda dom afonso henriques,done,2019,4,66.0,"alameda dom afonso henriques, 66",38.7376564,-9.1333379
94236/AL,2019-04-11,Wide & Bright 4 Families,Apartamento,5.0,8,"Rua Frei Francisco Foreiro, 7",1150-166,Arroios,rua frei francisco foreiro,rua frei francisco foreiro,done,2019,4,7.0,"rua frei francisco foreiro, 7",38.7278573,-9.1353342
94237/AL,2019-04-11,São Bento 552,Apartamento,3.0,5,"Rua São Bento, 552",1250-222,Santo António,rua são bento,rua de são bento,done,2019,4,552.0,"rua de são bento, 552",38.7173678,-9.155056
94239/AL,2019-04-11,CASA DE MARVILA,Apartamento,2.0,3,"Rua Marvila, 111",1950-197,Marvila,rua marvila,rua de marvila,done,2019,4,111.0,"rua de marvila, 111",38.7389566,-9.1064711
94240/AL,2019-04-11,Your Home Santo 23,Apartamento,2.0,4,"Rua Santo Amaro, 23",1200-801,Estrela,rua santo amaro,rua de santo amaro,manual,2019,4,23.0,"rua de santo amaro, 23",38.7147843,-9.1550676
94241/AL,2019-04-11,Evolutioncode,Apartamento,4.0,6,"Rua General João de Almeida, 20",1300-267,Ajuda,rua general joão de almeida,rua general joão de almeida,done,2019,4,20.0,"rua general joão de almeida, 20",38.7012748,-9.2009301
94242/AL,2019-04-11,Evolutioncode,Apartamento,4.0,6,"Rua General João de Almeida, 20",1300-267,Ajuda,rua general joão de almeida,rua general joão de almeida,done,2019,4,20.0,"rua general joão de almeida, 20",38.7012748,-9.2009301
94243/AL,2019-04-11,EVOLUTIONCODE,Apartamento,4.0,6,"Rua General João de Almeida, 20",1300-267,Ajuda,rua general joão de almeida,rua general joão de almeida,done,2019,4,20.0,"rua general joão de almeida, 20",38.7012748,-9.2009301
94244/AL,2019-04-11,EVOLUTIONCODE,Apartamento,2.0,4,"Rua General João de Almeida, 20",1300-267,Ajuda,rua general joão de almeida,rua general joão de almeida,done,2019,4,20.0,"rua general joão de almeida, 20",38.7012748,-9.2009301
94245/AL,2019-04-11,Anton´s Place,Apartamento,2.0,4,"Rua Rodrigues Sampaio, 94",1150-281,Santo António,rua rodrigues sampaio,rua rodrigues sampaio,done,2019,4,94.0,"rua rodrigues sampaio, 94",38.7230776,-9.1465144
94246/AL,2019-04-11,Casa do Ruben,Apartamento,3.0,6,"Rua Cidade Vila Cabral, 46A 1º Porta 3",1800-131,Olivais,rua cidade vila cabral,rua cidade de vila cabral,done,2019,4,3.0,"rua cidade de vila cabral, 3",38.7663943,-9.1221245
94247/AL,2019-04-11,Lily Garden,Apartamento,4.0,5,"Calçada Monte, 19",1100-361,São Vicente,calçada monte,calçada do monte,done,2019,4,19.0,"calçada do monte, 19",38.717985,-9.1328445
94248/AL,2019-04-11,ANJOS,Apartamento,3.0,4,"Rua Poeta Mílton, 6",1170-321,Arroios,rua poeta mílton,rua poeta milton,done,2019,4,6.0,"rua poeta milton, 6",38.7282866,-9.1328221
94322/AL,2019-04-12,Downtown Deluxe Ouro,Apartamento,2.0,4,"Rua Crucifixo, 6",1100-183,Santa Maria Maior,rua crucifixo,rua do crucifixo,done,2019,4,6.0,"rua do crucifixo, 6",38.7094277,-9.1384481
94323/AL,2019-04-12,CC ajuda,Apartamento,2.0,6,Calçada Ajuda,1300-008,Ajuda,calçada ajuda,calçada da ajuda,done,2019,4,,calçada da ajuda,38.7056604,-9.1992175
94324/AL,2019-04-12,São Vicente Village,Apartamento,3.0,5,"Rua Pedro Alexandrino, 19",1170-295,São Vicente,rua pedro alexandrino,rua pedro alexandrino,done,2019,4,19.0,"rua pedro alexandrino, 19",38.7202687,-9.1234618
94325/AL,2019-04-12,Feeling Lisbon,Estabelecimento de hospedagem,3.0,6,"Rua Maria da Fonte, 68",1170-221,Arroios,rua maria da fonte,rua maria da fonte,manual,2019,4,68.0,"rua maria da fonte, 68",38.72331459766979,-9.131780403277524
94327/AL,2019-04-12,Feeling Lisbon,Estabelecimento de hospedagem,4.0,8,"Rua Maria da Fonte, 68",1170-221,Arroios,rua maria da fonte,rua maria da fonte,manual,2019,4,68.0,"rua maria da fonte, 68",38.72331459766979,-9.131780403277524
94328/AL,2019-04-12,Duplex Senhora do Monte,Apartamento,2.0,3,"Travessa Terras do Monte, 13",1170-370,São Vicente,travessa terras do monte,travessa das terras do monte,done,2019,4,13.0,"travessa das terras do monte, 13",38.7197608,-9.1321528
94329/AL,2019-04-12,Sol ao Rato Apartment,Apartamento,2.0,4,"Rua Sol ao Rato, 71A 3",1250-263,Campo de Ourique,rua sol ao rato,rua do sol ao rato,done,2019,4,3.0,"rua do sol ao rato, 3",38.7197069,-9.1561847
94383/AL,2019-04-12,Lisbon Style,Apartamento,2.0,4,"Avenida Forças Armadas, 63",1600-077,Avenidas Novas,avenida forças armadas,avenida das forças armadas,done,2019,4,63.0,"avenida das forças armadas, 63",38.74727499999999,-9.1534906
944/AL,2013-04-12,We Love F. Tourists,Apartamento,6.0,6,"Rua Fanqueiros, 267",1100-230,Santa Maria Maior,rua fanqueiros,rua dos fanqueiros,done,2013,4,267.0,"rua dos fanqueiros, 267",38.713126,-9.1370659
94414/AL,2019-04-13,S & S Hostel Campo de Ourique,Estabelecimento de hospedagem-Hostel,26.0,26,"Rua Azedo Gneco, 56",1350-037,Campo de Ourique,rua azedo gneco,rua azedo gneco,done,2019,4,56.0,"rua azedo gneco, 56",38.7176797,-9.1682026
94417/AL,2019-04-13,Anjos Terrace,Apartamento,2.0,4,"Rua Quirino da Fonseca, 11",1000-250,Arroios,rua quirino da fonseca,rua quirino da fonseca,done,2019,4,11.0,"rua quirino da fonseca, 11",38.7345029,-9.1353464
94418/AL,2019-04-13,Feeling Lisbon,Estabelecimento de hospedagem,3.0,6,"Rua Maria da Fonte, 68",1170-221,Arroios,rua maria da fonte,rua maria da fonte,manual,2019,4,68.0,"rua maria da fonte, 68",38.72331459766979,-9.131780403277524
94419/AL,2019-04-13,Indigo,Apartamento,2.0,3,"Rua 1º de Maio, 15",1300-472,Alcântara,rua 1º de maio,rua primeiro de maio,manual,2019,4,15.0,"rua primeiro de maio, 15",38.7036625,-9.1791565
94420/AL,2019-04-13,Apartamentos Trindade,Apartamento,2.0,4,"Rua Nova da Trindade, 19",1200-303,Santa Maria Maior,rua nova da trindade,rua nova da trindade,done,2019,4,19.0,"rua nova da trindade, 19",38.7129077,-9.1429069
94433/AL,2019-04-13,Feeling Lisbon,Estabelecimento de hospedagem,4.0,8,"Rua Maria da Fonte, 68",1170-221,Arroios,rua maria da fonte,rua maria da fonte,manual,2019,4,68.0,"rua maria da fonte, 68",38.72331459766979,-9.131780403277524
94434/AL,2019-04-13,Feeling Lisbon,Estabelecimento de hospedagem,3.0,6,"Rua Maria da Fonte, 68",1170-221,Arroios,rua maria da fonte,rua maria da fonte,manual,2019,4,68.0,"rua maria da fonte, 68",38.72331459766979,-9.131780403277524
